ID,Composition,Space group number,a,b,c,alpha,beta,gamma,Ionic conductivity (S cm-1),DOI,CIF,Synthesis Method
kab,Li7.8Al1.8Ti10.2P18.0O72.0,167,8.498,8.498,20.896,90.0,90.0,120.0,3.75e-05,10.1016/S0955-2219(99)00055-2,Close Match,"**Method Name:** Sol-Gel Process

**Procedure Summary:**
The synthesis of the NASICON-type compounds involved a sol-gel route. Stoichiometric amounts of titanium, germanium, and aluminum alkoxides (Ti(OC4H9)4, Ge(OC2H5)4, Al(OC4H9)3) were initially dissolved in ethanol (C2H5OH) and heated. Separately, an aqueous solution containing lithium acetate dihydrate (CH3COOLi+2H2O) and ammonium dihydrogen phosphate (NH4H2PO4) was prepared and also heated. The aqueous solution was then added to the alkoxide solution, initiating hydrolysis and polycondensation reactions with a high hydrolysis ratio (h ≈ 400). This mixture was subjected to strong mechanical stirring to form colloidal precipitates. The resulting gel was then dried using a freeze-drying technique to prevent powder agglomeration. The dried powder was subsequently calcined to remove residual organic groups and prevent cracking during densification. Finally, the calcined powder was uniaxially pressed into pellets and then sintered at high temperatures to achieve dense ceramic materials.

**Key Conditions:**
*   **Alkoxide dissolution:** 70°C for 1 hour in ethanol.
*   **Aqueous solution preparation:** 70°C.
*   **Hydrolysis/Polycondensation:** High hydrolysis ratio (h ≈ 400), strong mechanical stirring for 2 hours at 60°C.
*   **Drying:** Freeze-drying for 2 to 3 days.
*   **Calcination:** Approximately 500°C (exact temperature varied depending on composition, not specified for each).
*   **Pressing:** Isostatic pressure of 2500 bars.
*   **Sintering (specific to each composition):**
    *   Li6.6Al0.6Ge11.4P18.0O72.0 (Li1.1Al0.1Ge1.9(PO4)3): 1050°C for 1 hour.
    *   Li7.8Al1.8Ge10.2P18.0O72.0 (Li1.3Al0.3Ge1.7(PO4)3): 950°C for 2 hours.
    *   Li9.0Al3.0Ge9.0P18.0O72.0 (Li1.5Al0.5Ge1.5(PO4)3): 850°C for 2 hours.
    *   Li9.6Al3.6Ge8.4P18.0O72.0 (Li1.6Al0.6Ge1.4(PO4)3): 850°C for 2 hours.
    *   Li6.6Al0.6Ti11.4P18.0O72.0 (Li1.1Al0.1Ti1.9(PO4)3): 1050°C for 2 hours.
    *   Li9.6Al3.6Ti8.4P18.0O72.0 (Li1.6Al0.6Ti1.4(PO4)3): 950°C for 4 hours.
*   **Atmosphere:** Not specified in the paper, typically air for such processes unless otherwise noted."
tp2,Li9.6Al3.6Ti8.4P18.0O72.0,167,8.479,8.479,20.981,90.0,90.0,120.0,2.3e-05,10.1016/s0955-2219(99)00055-2,No Match,"**Method Name:** Sol-Gel Process

**Procedure Summary:**
The synthesis of the NASICON-type compounds involved a sol-gel route. Stoichiometric amounts of titanium, germanium, and aluminum alkoxides (Ti(OC4H9)4, Ge(OC2H5)4, Al(OC4H9)3) were initially dissolved in ethanol (C2H5OH) and heated. Separately, an aqueous solution containing lithium acetate dihydrate (CH3COOLi+2H2O) and ammonium dihydrogen phosphate (NH4H2PO4) was prepared and also heated. The aqueous solution was then added to the alkoxide solution, initiating hydrolysis and polycondensation reactions with a high hydrolysis ratio (h ≈ 400). This mixture was subjected to strong mechanical stirring to form colloidal precipitates. The resulting gel was then dried using a freeze-drying technique to prevent powder agglomeration. The dried powder was subsequently calcined to remove residual organic groups and prevent cracking during densification. Finally, the calcined powder was uniaxially pressed into pellets and then sintered at high temperatures to achieve dense ceramic materials.

**Key Conditions:**
*   **Alkoxide dissolution:** 70°C for 1 hour in ethanol.
*   **Aqueous solution preparation:** 70°C.
*   **Hydrolysis/Polycondensation:** High hydrolysis ratio (h ≈ 400), strong mechanical stirring for 2 hours at 60°C.
*   **Drying:** Freeze-drying for 2 to 3 days.
*   **Calcination:** Approximately 500°C (exact temperature varied depending on composition, not specified for each).
*   **Pressing:** Isostatic pressure of 2500 bars.
*   **Sintering (specific to each composition):**
    *   Li6.6Al0.6Ge11.4P18.0O72.0 (Li1.1Al0.1Ge1.9(PO4)3): 1050°C for 1 hour.
    *   Li7.8Al1.8Ge10.2P18.0O72.0 (Li1.3Al0.3Ge1.7(PO4)3): 950°C for 2 hours.
    *   Li9.0Al3.0Ge9.0P18.0O72.0 (Li1.5Al0.5Ge1.5(PO4)3): 850°C for 2 hours.
    *   Li9.6Al3.6Ge8.4P18.0O72.0 (Li1.6Al0.6Ge1.4(PO4)3): 850°C for 2 hours.
    *   Li6.6Al0.6Ti11.4P18.0O72.0 (Li1.1Al0.1Ti1.9(PO4)3): 1050°C for 2 hours.
    *   Li9.6Al3.6Ti8.4P18.0O72.0 (Li1.6Al0.6Ti1.4(PO4)3): 950°C for 4 hours.
*   **Atmosphere:** Not specified in the paper, typically air for such processes unless otherwise noted."
nf0,Li9.0Al3.0Ti9.0P18.0O72.0,167,8.485,8.485,20.79,90.0,90.0,120.0,1.1e-05,10.1021/cm010528i,No Match,
fkt,Li7.2La1.2Ti10.8P18.0O72.0,167,8.511,8.511,20.853,90.0,90.0,120.0,0.000528,10.1149/1.2096693,No Match,
ctg,Li7.8La1.8Ti10.2P18.0O72.0,167,8.512,8.512,20.854,90.0,90.0,120.0,0.000528,10.1149/1.2096693,No Match,
cmn,Li10.8Cr4.8Ti7.2P18.0O72.0,167,8.539,8.539,20.947,90.0,90.0,120.0,0.00024,10.1016/0167-2738(88)90291-3,No Match,
lc1,Li7.2Al6.6Ta5.4P18.0O72.0,167,8.513,8.513,21.229,90.0,90.0,120.0,6.5e-07,10.1039/a807007e,No Match,
sxv,Li6.0Al6.0Ta6.0P18.0O72.0,167,8.542,8.542,20.815,90.0,90.0,120.0,6.5e-07,10.1039/a807007e,No Match,
4t5,Li6.0Cr6.0Sb6.0P18.0O72.0,167,8.38,8.38,21.46,90.0,90.0,120.0,3.57e-10,10.1063/1.2357843,No Match,
smk,Li6.0Al6.0Sb6.0P18.0O72.0,167,8.24,8.24,21.13,90.0,90.0,120.0,3.17e-08,10.1063/1.2357843,No Match,
vtr,Li6.0Fe6.0Sb6.0P18.0O72.0,167,8.44,8.44,21.48,90.0,90.0,120.0,1.37e-06,10.1063/1.2357843,No Match,
dc8,Li18.0Mg6.0P8.0O32.0F6.0,173,12.6159,12.6159,5.0082,90.0,90.0,120.0,1e-15,10.1039/c3ta15264b,Match,
hai,Pb6.12Ca1.9Li1.96P6.0O24.0,176,9.679,9.679,7.113,90.0,90.0,120.0,1e-15,10.1006/jssc.2002.9596,Match,
ux3,Li0.57Sm9.02Si6.0O25.82,176,9.4601,9.4601,6.9113,90.0,90.0,120.0,1e-15,10.1016/0167-2738(95)00240-5,Match,
tvf,Li12.0N8.0H16.0I4.0,186,7.09109,7.09109,11.5096,90.0,90.0,120.0,1e-05,10.1021/cm1006857,Match,
u8r,Ba3.0Li1.0Ta5.0Zr1.0Si4.0O26.0,189,9.0495,9.0495,7.8198,90.0,90.0,120.0,1e-15,10.1016/j.ssi.2015.08.011,Match,
gvd,Li3.0N1.0,191,3.648,3.648,3.875,90.0,90.0,120.0,0.0005767,10.1039/c0ee00052c,Match,
uex,Fe4.0Na4.0K2.0Li6.0Si24.0O60.0,192,10.0617,10.0617,14.0832,90.0,90.0,120.0,1e-15,10.1016/j.jssc.2018.05.008,Match,
11b,Li6.0P2.0,194,4.273,4.273,7.594,90.0,90.0,120.0,0.000703,10.1016/0167-2738(89)90438-4,Match,
fft,Li6.0N2.0,194,3.552,3.552,6.311,90.0,90.0,120.0,0.0002085,10.1016/0167-2738(83)90045-0,Match,
lf5,Li48.0Ba8.0La16.0Nb16.0O96.0,199,12.86,12.86,12.86,90.0,90.0,90.0,6e-06,10.1111/j.1551-2916.2005.00060.x,No Match,
68u,Li40.0La24.0Nb16.0O96.0,199,12.762,12.762,12.762,90.0,90.0,90.0,8e-06,10.1111/j.1551-2916.2005.00060.x,Close Match,
gyw,Li48.0Sr8.0La16.0Ta16.0O96.0,199,12.811,12.811,12.811,90.0,90.0,90.0,4.2e-06,10.1111/j.1551-2916.2005.00060.x,No Match,
0v9,Li44.0La24.0Nb14.0In2.0O96.0,199,12.821,12.821,12.821,90.0,90.0,90.0,2.4e-05,10.1016/j.jssc.2005.12.025,No Match,
qtc,Li44.0La22.0K2.0Nb16.0O96.0,199,12.7937,12.7937,12.7937,90.0,90.0,90.0,1.06e-05,10.1016/j.jssc.2005.12.025,No Match,
vy5,K0.4Li3.6Sb4.0O12.0,201,9.681,9.681,9.681,90.0,90.0,90.0,1.36e-08,10.1016/0167-2738(81)90178-8,Match,
rwr,Li64.0Ge8.0P32.0,205,11.802,11.802,11.802,90.0,90.0,90.0,1.8e-05,10.1021/acs.chemmater.8b02759,Match,
pql,Li64.0Si8.0P32.0,205,11.7074,11.7074,11.7074,90.0,90.0,90.0,4.5e-05,10.1021/acs.chemmater.8b02759,Match,
br1,Li48.0Al16.0N32.0,206,9.47,9.47,9.47,90.0,90.0,90.0,5e-08,10.1016/0167-2738(85)90106-7,Close Match,
dl7,Li8.0Mg4.0Ti12.0O32.0,212,8.3774,8.3774,8.3774,90.0,90.0,90.0,1e-15,10.1039/a800234g,Match,"**Method Name:** Solid State Reaction

**Procedure Summary:**
The materials were synthesized using a conventional solid-state reaction method. Stoichiometric amounts of dried reagent-grade starting materials (Li₂CO₃, MgO, CoO, ZnO, TiO₂, GeO₂) were thoroughly mixed in an agate mortar with acetone to form a paste. This paste was then dried and subjected to an initial firing step to facilitate decarbonation. The resulting calcined powders were reground, pressed into pellets, and subsequently reacted at higher temperatures. Finally, the products were quenched in air from their reaction temperatures.

**Key Conditions:**
*   **Initial Firing (Decarbonation):** 650 °C for a few hours in air.
*   **Intermediate Firing:** 800 °C for 12 hours in air.
*   **Final Reaction:** Between 900 and 950 °C for 12 hours to 3 days (duration varied depending on the specific starting materials and composition) in air.
*   **Quenching:** Quenched in air from the reaction temperatures."
i12,Li8.0Co4.0Ti12.0O32.0,212,8.3766,8.3766,8.3766,90.0,90.0,90.0,1e-15,10.1039/a800234g,Match,"**Method Name:** Solid State Reaction

**Procedure Summary:**
The materials were synthesized using a conventional solid-state reaction method. Stoichiometric amounts of dried reagent-grade starting materials (Li₂CO₃, MgO, CoO, ZnO, TiO₂, GeO₂) were thoroughly mixed in an agate mortar with acetone to form a paste. This paste was then dried and subjected to an initial firing step to facilitate decarbonation. The resulting calcined powders were reground, pressed into pellets, and subsequently reacted at higher temperatures. Finally, the products were quenched in air from their reaction temperatures.

**Key Conditions:**
*   **Initial Firing (Decarbonation):** 650 °C for a few hours in air.
*   **Intermediate Firing:** 800 °C for 12 hours in air.
*   **Final Reaction:** Between 900 and 950 °C for 12 hours to 3 days (duration varied depending on the specific starting materials and composition) in air.
*   **Quenching:** Quenched in air from the reaction temperatures."
aui,Li8.0Co4.0Ge12.0O32.0,212,8.2098,8.2098,8.2098,90.0,90.0,90.0,1e-15,10.1039/a800234g,Match,"**Method Name:** Solid State Reaction

**Procedure Summary:**
The materials were synthesized using a conventional solid-state reaction method. Stoichiometric amounts of dried reagent-grade starting materials (Li₂CO₃, MgO, CoO, ZnO, TiO₂, GeO₂) were thoroughly mixed in an agate mortar with acetone to form a paste. This paste was then dried and subjected to an initial firing step to facilitate decarbonation. The resulting calcined powders were reground, pressed into pellets, and subsequently reacted at higher temperatures. Finally, the products were quenched in air from their reaction temperatures.

**Key Conditions:**
*   **Initial Firing (Decarbonation):** 650 °C for a few hours in air.
*   **Intermediate Firing:** 800 °C for 12 hours in air.
*   **Final Reaction:** Between 900 and 950 °C for 12 hours to 3 days (duration varied depending on the specific starting materials and composition) in air.
*   **Quenching:** Quenched in air from the reaction temperatures."
mfs,Li8.0Zn4.0Ge12.0O32.0,212,8.1961,8.1961,8.1961,90.0,90.0,90.0,1e-15,10.1039/a800234g,Match,"**Method Name:** Solid State Reaction

**Procedure Summary:**
The materials were synthesized using a conventional solid-state reaction method. Stoichiometric amounts of dried reagent-grade starting materials (Li₂CO₃, MgO, CoO, ZnO, TiO₂, GeO₂) were thoroughly mixed in an agate mortar with acetone to form a paste. This paste was then dried and subjected to an initial firing step to facilitate decarbonation. The resulting calcined powders were reground, pressed into pellets, and subsequently reacted at higher temperatures. Finally, the products were quenched in air from their reaction temperatures.

**Key Conditions:**
*   **Initial Firing (Decarbonation):** 650 °C for a few hours in air.
*   **Intermediate Firing:** 800 °C for 12 hours in air.
*   **Final Reaction:** Between 900 and 950 °C for 12 hours to 3 days (duration varied depending on the specific starting materials and composition) in air.
*   **Quenching:** Quenched in air from the reaction temperatures."
jl4,Li8.56Mg3.16Ti12.28O32.0,212,8.3792,8.3792,8.3792,90.0,90.0,90.0,6.56e-10,10.1016/j.ssi.2010.06.003,Match,"**Method Name:**
Solid State Reaction

**Procedure Summary:**
The materials were synthesized using a conventional solid-state reaction method. Stoichiometric amounts of lithium carbonate (Li2CO3), magnesium carbonate (MgCO3), and anatase titanium dioxide (TiO2) were mixed. This mixture underwent an initial calcination step, followed by a second calcination with intermittent grinding. The resulting powder was then pressed into pellets and subjected to a final high-temperature sintering step.

**Key Conditions:**
*   **Precursors:** Li2CO3 (99.99%), MgCO3 (99.9%), anatase-TiO2 (99.98%).
*   **First Calcination:** 700 °C for 24 hours, performed on a Pt foil.
*   **Second Calcination:** 900 °C for 24 hours, with intermittent grinding.
*   **Pelletization:** 1500 kg/cm² pressure.
*   **Sintering:** 1000 °C for 72 hours.
*   **Atmosphere:** Not explicitly specified (typically implies air for ""conventional solid-state reaction"" unless otherwise stated)."
jkq,Li7.96Mg4.04Ti12.0O32.0,212,8.3806,8.3806,8.3806,90.0,90.0,90.0,1.53e-11,10.1016/j.ssi.2010.06.003,Match,"**Method Name:**
Solid State Reaction

**Procedure Summary:**
The materials were synthesized using a conventional solid-state reaction method. Stoichiometric amounts of lithium carbonate (Li2CO3), magnesium carbonate (MgCO3), and anatase titanium dioxide (TiO2) were mixed. This mixture underwent an initial calcination step, followed by a second calcination with intermittent grinding. The resulting powder was then pressed into pellets and subjected to a final high-temperature sintering step.

**Key Conditions:**
*   **Precursors:** Li2CO3 (99.99%), MgCO3 (99.9%), anatase-TiO2 (99.98%).
*   **First Calcination:** 700 °C for 24 hours, performed on a Pt foil.
*   **Second Calcination:** 900 °C for 24 hours, with intermittent grinding.
*   **Pelletization:** 1500 kg/cm² pressure.
*   **Sintering:** 1000 °C for 72 hours.
*   **Atmosphere:** Not explicitly specified (typically implies air for ""conventional solid-state reaction"" unless otherwise stated)."
jy6,Li24.0P4.0O20.0Cl4.0,216,8.2234,8.2234,8.2234,90.0,90.0,90.0,1e-09,10.1002/zaac.201000121,Match,
yav,Li8.0V4.0Cl16.0,216,10.377,10.377,10.377,90.0,90.0,90.0,6.95e-06,10.1016/0167-2738(83)90223-0,Close Match,
9yt,Li24.0P4.0S20.0Cl1.0Br3.0,216,9.953,9.953,9.953,90.0,90.0,90.0,0.00186,10.1021/jacs.7b06327,Match,"**Method Name:** Solid-State Reaction

**Procedure Summary:**
The Li6PS5X argyrodite materials were synthesized by mixing stoichiometric ratios of lithium sulfide (Li2S), phosphorus pentasulfide (P2S5), and the respective lithium halides (LiCl, LiBr, LiI). These precursor mixtures were hand ground in an agate mortar, then pressed into pellets. The pellets were transferred into quartz ampoules (10 mm inner diameter, 10-12 cm length), which were subsequently carbon-coated and pre-heated under dynamic vacuum to remove water traces. Finally, the ampoules were sealed under vacuum and subjected to a high-temperature reaction. After the reaction, the obtained solid mixture was ground and either isostatically pressed into 10 mm diameter pellets for electrochemical and speed of sound measurements or kept as powder for diffraction studies. Each composition was synthesized multiple times to ensure reproducibility and obtain standard deviations.

**Key Conditions:**
*   **Atmosphere:** All preparations and sample treatments were carried out under an argon atmosphere. Ampoules were sealed under vacuum. Pre-heating was performed under dynamic vacuum.
*   **Pre-heating Temperature:** 800 °C
*   **Reaction Temperature:** 550 °C
*   **Reaction Time:** Two weeks"
122,Li24.0P4.0S20.0Cl4.0,216,9.898,9.898,9.898,90.0,90.0,90.0,0.00205,10.1021/jacs.7b06327,Match,"**Method Name:** Solid-State Reaction

**Procedure Summary:**
The Li6PS5X argyrodite materials were synthesized by mixing stoichiometric ratios of lithium sulfide (Li2S), phosphorus pentasulfide (P2S5), and the respective lithium halides (LiCl, LiBr, LiI). These precursor mixtures were hand ground in an agate mortar, then pressed into pellets. The pellets were transferred into quartz ampoules (10 mm inner diameter, 10-12 cm length), which were subsequently carbon-coated and pre-heated under dynamic vacuum to remove water traces. Finally, the ampoules were sealed under vacuum and subjected to a high-temperature reaction. After the reaction, the obtained solid mixture was ground and either isostatically pressed into 10 mm diameter pellets for electrochemical and speed of sound measurements or kept as powder for diffraction studies. Each composition was synthesized multiple times to ensure reproducibility and obtain standard deviations.

**Key Conditions:**
*   **Atmosphere:** All preparations and sample treatments were carried out under an argon atmosphere. Ampoules were sealed under vacuum. Pre-heating was performed under dynamic vacuum.
*   **Pre-heating Temperature:** 800 °C
*   **Reaction Temperature:** 550 °C
*   **Reaction Time:** Two weeks"
ij5,Li24.0P4.0S20.0Cl2.0Br2.0,216,9.952,9.952,9.952,90.0,90.0,90.0,0.00333,10.1021/jacs.7b06327,Match,"**Method Name:** Solid-State Reaction

**Procedure Summary:**
The Li6PS5X argyrodite materials were synthesized by mixing stoichiometric ratios of lithium sulfide (Li2S), phosphorus pentasulfide (P2S5), and the respective lithium halides (LiCl, LiBr, LiI). These precursor mixtures were hand ground in an agate mortar, then pressed into pellets. The pellets were transferred into quartz ampoules (10 mm inner diameter, 10-12 cm length), which were subsequently carbon-coated and pre-heated under dynamic vacuum to remove water traces. Finally, the ampoules were sealed under vacuum and subjected to a high-temperature reaction. After the reaction, the obtained solid mixture was ground and either isostatically pressed into 10 mm diameter pellets for electrochemical and speed of sound measurements or kept as powder for diffraction studies. Each composition was synthesized multiple times to ensure reproducibility and obtain standard deviations.

**Key Conditions:**
*   **Atmosphere:** All preparations and sample treatments were carried out under an argon atmosphere. Ampoules were sealed under vacuum. Pre-heating was performed under dynamic vacuum.
*   **Pre-heating Temperature:** 800 °C
*   **Reaction Temperature:** 550 °C
*   **Reaction Time:** Two weeks"
